city;brand;model;type;cc;color;km;year;price;url
Barcelona;YAMAHA;T-Max 530;Scooters +125cc;530;BLANCO;27800;2012;8495;http://motos.net/ocasion/yamaha/t__max_530/2012-en-barcelona-6465851.htm
Madrid;DAELIM;Steezer 125;Scooter 125cc;125;TODOS;;2016;2699;http://motos.net/ocasion/daelim/steezer_125/2016-en-madrid-6195030.htm
Barcelona;BMW;F 800 GS Adventure;Trail;798;Blanco;38500;2015;11000;http://motos.net/ocasion/bmw/f_800_gs_adventure/2015-en-barcelona-6465825.htm
Valencia;BMW;F 800 GS;Trail;798;blanca;25000;2014;8200;http://motos.net/ocasion/bmw/f_800_gs/2014-en-valencia-6465819.htm
Madrid;KAWASAKI;Z 750;Naked;748;Negro;28400;2007;3100;http://motos.net/ocasion/kawasaki/z_750/2007-en-madrid-6465813.htm
Tarragona;BMW;R1200 GS;Trail;1170;;53000;2005;7500;http://motos.net/ocasion/bmw/r1200_gs/2005-en-tarragona-6465807.htm
Tarragona;HARLEY DAVIDSON;Softail Rocker C;Custom;1584;Cereza;11475;2008;14000;http://motos.net/ocasion/harley_davidson/softail_rocker_c/2008-en-tarragona-6465712.htm
Madrid;YAMAHA;XSR700;Naked;689;plata;2190;2016;6450;http://motos.net/ocasion/yamaha/xsr700/2016-en-madrid-6465773.htm
Madrid;DAELIM;Daystar 125 FI;Custom;124;NEGRO MATE Y VERDE MILITAR. GREY Y RED PLUS;;2016;2599;http://motos.net/ocasion/daelim/daystar_125_fi/2016-en-madrid-6194949.htm
Sevilla;DUCATI;MULTISTRADA 1200;Trail;1199;BLANCA;11987;2016;18500;http://motos.net/ocasion/ducati/multistrada_1200/s-2016-en-sevilla-6465845.htm
Madrid;HONDA;NC 750;Naked;745;BLANCA;10900;2015;4390;http://motos.net/ocasion/honda/nc_750/s-2015-en-madrid-6464633.htm
Madrid;BMW;R 1200 GS;Trail;1170;ROJO;57400;2004;7490;http://motos.net/ocasion/bmw/r_1200_gs/2004-en-madrid-6460441.htm
Ciudad Real;KTM;1290 Super Duke GT;Naked;1301;;630;2017;14999;http://motos.net/ocasion/ktm/1290_super_duke_gt/2017-en-ciudad_real-6465844.htm
Navarra;YAMAHA;X MAX MOMODESING 250;Scooters +125cc;250;NEGRA MATE;10000;2015;4400;http://motos.net/ocasion/yamaha/x_max_momodesing_250/2015-en-navarra-6465841.htm
Barcelona;PIAGGIO;beverly Sport Touring 350 ie ABS;Scooters +125cc;330;Blanco;17000;2015;4200;http://motos.net/ocasion/piaggio/beverly_sport_touring_350_ie_abs/2015-en-barcelona-6465839.htm
Huesca;KTM;390 Duke;Naked;375;;13330;2015;4000;http://motos.net/ocasion/ktm/390_duke/2015-en-huesca-6465834.htm
Barcelona;BMW;K 1200 GT;Turismo;1171;GRAFITO;63500;2006;7500;http://motos.net/ocasion/bmw/k_1200_gt/2006-en-barcelona-6373948.htm
Guipuzcoa;DAELIM;History 125;Scooter 125cc;125;;11500;2005;1200;http://motos.net/ocasion/daelim/history_125/2005-en-guipuzcoa-6213678.htm
Madrid;BMW;R 1200 GS 105cv;Trail;1170;gris;77500;2008;9500;http://motos.net/ocasion/bmw/r_1200_gs_105cv/2008-en-madrid-6460055.htm
Barcelona;SUZUKI;BURGMAN 650 Executive;Scooters +125cc;638;Negro;37800;2009;4750;http://motos.net/ocasion/suzuki/burgman_650_executive/2009-en-barcelona-6465823.htm
Madrid;KTM;1290 Super Duke GT;Naked;1301;Naranja;9887;2016;15499;http://motos.net/ocasion/ktm/1290_super_duke_gt/2016-en-madrid-6465822.htm
Valencia;YAMAHA;X MAX 400;Scooters +125cc;395;gris;11505;2014;5350;http://motos.net/ocasion/yamaha/x_max_400/abs-2014-en-valencia-6465821.htm
Valencia;TRIUMPH;Tiger 800 XR;Trail;800;blanco;16643;2015;10250;http://motos.net/ocasion/triumph/tiger_800_xr/x_low-2015-en-valencia-6425777.htm
A Coruna;SUZUKI;GSX R600;Sport;599;;30000;2008;4000;http://motos.net/ocasion/suzuki/gsx_r600/2008-en-a_coruna-6465811.htm
Leon;HONDA;GL 1800 Goldwing;Turismo;1800;negro;80000;2008;17700;http://motos.net/ocasion/honda/gl_1800_goldwing/2008-en-leon-6465809.htm
Valencia;HARLEY DAVIDSON;Touring Road Glide;Custom;1690;Negro;3500;2015;15500;http://motos.net/ocasion/harley_davidson/touring_road_glide/special-2015-en-valencia-6465806.htm
Barcelona;HONDA;CBR 1000 RR Fireblade;Sport;999;Blanco;27000;2015;13995;http://motos.net/ocasion/honda/cbr_1000_rr_fireblade/2015-en-barcelona-6465817.htm
Granada;SUZUKI;V-Strom 650 ABS;Trail;650;Gris antracita;75000;2007;3500;http://motos.net/ocasion/suzuki/v__strom_650_abs/2007-en-granada-6465769.htm
Almeria;KYMCO;Super Dink 125i;Scooter 125cc;125;;5550;2013;2150;http://motos.net/ocasion/kymco/super_dink_125i/2013-en-almeria-6451257.htm
Malaga;KYMCO;Xciting 500;Scooters +125cc;498;Gris Plata;49000;2006;1300;http://motos.net/ocasion/kymco/xciting_500/2006-en-malaga-6465775.htm
Madrid;MOTO GUZZI;Le Mans 850;Trail;850;NEGRO/ORO;56000;1981;5500;http://motos.net/ocasion/moto_guzzi/le_mans_850/1981-en-madrid-6465781.htm
Alicante;HONDA;XR 600 R;Enduro;591;blanca;23000;1998;2200;http://motos.net/ocasion/honda/xr_600_r/1998-en-alicante-6465760.htm
Madrid;HONDA;CB 500;Naked;499;Rojo;63000;2016;1000;http://motos.net/ocasion/honda/cb_500/2016-en-madrid-6465515.htm
Barcelona;MEGELLI;125 S;Supermotard;125;Negro y rojo;20000;2008;1000;http://motos.net/ocasion/megelli/125_s/2008-en-barcelona-6465745.htm
Teruel;HONDA;Dominator 650 NX;Trail;650;rojo;;2017;5;http://motos.net/ocasion/honda/dominator_650_nx/2017-en-teruel-6465741.htm
Sta. C. Tenerife;HONDA;CB 600 S;Naked;599;;90000;2001;1500;http://motos.net/ocasion/honda/cb_600_s/2001-en-sta_c_tenerife-6465707.htm
Girona;KTM;450 EXC-F;Enduro;449;Naranja;5800;2009;3500;http://motos.net/ocasion/ktm/450_exc__f/2009-en-girona-6465727.htm
Barcelona;HONDA;FORZA 250 X;Scooters +125cc;250;NEGRA;27000;2007;1950;http://motos.net/ocasion/honda/forza_250_x/2007-en-barcelona-6465815.htm
Leon;HONDA;CB 500F ABS;Naked;471;;2500;2015;4900;http://motos.net/ocasion/honda/cb_500f_abs/2015-en-leon-6465814.htm
Murcia;YAMAHA;XVS 1100 A Drag Star Classic;Custom;1063;;21763;2005;4200;http://motos.net/ocasion/yamaha/xvs_1100_a_drag_star_classic/2005-en-murcia-6286813.htm
Vizcaya;MONTESA;Cota 348;Trial;350;ROJO;1;1996;1499;http://motos.net/ocasion/montesa/cota_348/1996-en-vizcaya-6452023.htm
Murcia;YAMAHA;Majesty 400;Scooters +125cc;395;GRIS MATE;21500;2013;3800;http://motos.net/ocasion/yamaha/majesty_400/2013-en-murcia-6450590.htm
Vizcaya;LIFAN;LIFAN LF200 CUSTOM;Custom;200;PLATA;890;2012;990;http://motos.net/ocasion/lifan/lifan_lf200_custom/2012-en-vizcaya-6393144.htm
Alicante;KTM;1190 RC8 R;Sport;1195;Negra/naranja;19000;2012;9990;http://motos.net/ocasion/ktm/1190_rc8_r/2012-en-alicante-6323221.htm
Madrid;BENELLI;BN 251;Naked;249;Negro ,Rojo;;2016;2999;http://motos.net/ocasion/benelli/bn_251/2016-en-madrid-6182045.htm
Guipuzcoa;BMW;R 1150 R;Naked;1130;AZUL;105000;2003;4395;http://motos.net/ocasion/bmw/r_1150_r/2003-en-guipuzcoa-6465808.htm
Madrid;BENELLI;BN 302;Naked;300;negro;1;2016;3890;http://motos.net/ocasion/benelli/bn_302/2016-en-madrid-6247300.htm
Madrid;BENELLI;BN 302;Naked;300;;50;2016;3490;http://motos.net/ocasion/benelli/bn_302/2016-en-madrid-6164683.htm
Madrid;BENELLI;TNT 125;Naked;125;rojo;1;2017;2199;http://motos.net/ocasion/benelli/tnt_125/mini_tornado-2017-en-madrid-6453724.htm
Castellon;YAMAHA;XVS 250 Drag Star;Custom;249;ROJO;8500;2004;2500;http://motos.net/ocasion/yamaha/xvs_250_drag_star/2004-en-castellon-6459875.htm
Madrid;BENELLI;TRK 502;Trail;502;rojo;1;2017;5990;http://motos.net/ocasion/benelli/trk_502/2017-en-madrid-6461967.htm
Barcelona;SUZUKI;GSR 600;Naked;599;PLATA;76000;2008;2950;http://motos.net/ocasion/suzuki/gsr_600/2008-en-barcelona-6465805.htm
Madrid;BMW;C 650 GT;Scooters +125cc;647;negro;20000;2014;6900;http://motos.net/ocasion/bmw/c_650_gt/2014-en-madrid-6310015.htm
Madrid;HONDA;CBR 600F;Sport;599;gris;44700;2007;2490;http://motos.net/ocasion/honda/cbr_600f/2007-en-madrid-6398419.htm
Barcelona;DUCATI;MONSTER S2R 800;Naked;800;negro;27000;2005;5800;http://motos.net/ocasion/ducati/monster_s2r_800/2005-en-barcelona-6454780.htm
Madrid;SYM;Joymax 125i ABS;Scooter 125cc;125;blanco;;2016;3699;http://motos.net/ocasion/sym/joymax_125i_abs/startstop_sport-2016-en-madrid-6141360.htm
Madrid;SYM;Maxsym 600i;Scooters +125cc;565;;1;2016;6799;http://motos.net/ocasion/sym/maxsym_600i/abs-2016-en-madrid-6193955.htm
Madrid;BENELLI;BN 302;Naked;300;negra;8000;2016;3190;http://motos.net/ocasion/benelli/bn_302/2016-en-madrid-6465802.htm
Alicante;KTM;SX 250 F;Cross;250;NARANJA;41;2016;4200;http://motos.net/ocasion/ktm/sx_250_f/2016-en-alicante-6465798.htm
Barcelona;YAMAHA;MT 01;Naked;1670;NEGRA;55100;2005;4800;http://motos.net/ocasion/yamaha/mt_01/2005-en-barcelona-6465787.htm
Madrid;KYMCO;Super Dink 300I ABS;Scooters +125cc;299;naranja;18000;2015;3200;http://motos.net/ocasion/kymco/super_dink_300i_abs/2015-en-madrid-6465777.htm
Barcelona;YAMAHA;FZ6 S S2 ABS;Turismo;600;Negro;52000;2007;3900;http://motos.net/ocasion/yamaha/fz6_s_s2_abs/2007-en-barcelona-6438541.htm
Madrid;DERBI;GPR 125 4T 4V;Sport;124;GRIS;2500;2011;2450;http://motos.net/ocasion/derbi/gpr_125_4t_4v/2011-en-madrid-6465765.htm
Madrid;HONDA;CB 600F HORNET;Naked;599;DORADA;40000;2009;3700;http://motos.net/ocasion/honda/cb_600f_hornet/2009-en-madrid-6465763.htm
Barcelona;HONDA;DYLAN 125;Scooter 125cc;125;PLATA;34600;2006;750;http://motos.net/ocasion/honda/dylan_125/2006-en-barcelona-6465757.htm
Barcelona;KTM;EXC 250;Enduro;249;NEGRO Y NARANJA;;2008;3500;http://motos.net/ocasion/ktm/exc_250/2008-en-barcelona-6465755.htm
Barcelona;SUZUKI;BURGMAN 650 Executive;Scooters +125cc;638;Azul;46500;2007;4500;http://motos.net/ocasion/suzuki/burgman_650_executive/2007-en-barcelona-6465753.htm
Barcelona;YAMAHA;TT R 125 LW;Cross;123;AZUL;;2005;1200;http://motos.net/ocasion/yamaha/tt_r_125_lw/2005-en-barcelona-6465754.htm
Barcelona;HONDA;SLR 650;Trail;644;NEGRO Y LILA;74000;1997;1500;http://motos.net/ocasion/honda/slr_650/1997-en-barcelona-6465751.htm
Barcelona;YAMAHA;FZ6 S;Turismo;600;NEGRO;75700;2006;2500;http://motos.net/ocasion/yamaha/fz6_s/2006-en-barcelona-6465752.htm
Barcelona;SYM;Symphony 125 SR;Scooter 125cc;125;PLATEADO;11000;2013;1150;http://motos.net/ocasion/sym/symphony_125_sr/sport-2013-en-barcelona-6452737.htm
Barcelona;KAWASAKI;Z 750 ABS;Naked;748;;52100;2007;4200;http://motos.net/ocasion/kawasaki/z_750_abs/2007-en-barcelona-6465750.htm
Barcelona;HONDA;CB 750 Seven Fifty;Sport;750;Negro;40000;1992;3800;http://motos.net/ocasion/honda/cb_750_seven_fifty/1992-en-barcelona-6421874.htm
Murcia;KYMCO;K-XCT 300i;Scooters +125cc;300;Blanca;800;2017;4000;http://motos.net/ocasion/kymco/k__xct_300i/2017-en-murcia-6465747.htm
Barcelona;SUZUKI;DR Z 400 E;Enduro;398;amarillo;10000;2002;1850;http://motos.net/ocasion/suzuki/dr_z_400_e/2002-en-barcelona-6465732.htm
Alicante;BMW;R 1200 GS Adventure 105cv;Trail;1170;negra;48000;2008;10500;http://motos.net/ocasion/bmw/r_1200_gs_adventure_105cv/2008-en-alicante-6465722.htm
Madrid;BMW;R nineT;Naked;1170;GRIS;2800;2016;13500;http://motos.net/ocasion/bmw/r_ninet/2016-en-madrid-6465719.htm
Zaragoza;HONDA;CBR 600F;Sport;599;;12200;2012;5400;http://motos.net/ocasion/honda/cbr_600f/2012-en-zaragoza-6465715.htm
Madrid;KYMCO;Xciting 500 R ABS;Scooters +125cc;498;GRIS - MATE;86000;2011;1800;http://motos.net/ocasion/kymco/xciting_500_r_abs/2011-en-madrid-6465705.htm
Madrid;BMW;F 800 GT;Turismo;798;Gris;20000;2014;7700;http://motos.net/ocasion/bmw/f_800_gt/2014-en-madrid-6465695.htm
Barcelona;BMW;R 850 R;Naked;848;azul;74000;1998;4000;http://motos.net/ocasion/bmw/r_850_r/1998-en-barcelona-6441632.htm
Madrid;KYMCO;Super Dink 125i;Scooter 125cc;125;AZUL;20000;2010;1800;http://motos.net/ocasion/kymco/super_dink_125i/2010-en-madrid-6422210.htm
Madrid;DAELIM;Besbi 125;Scooter 125cc;124;NEGRA;12000;2008;900;http://motos.net/ocasion/daelim/besbi_125/2008-en-madrid-6422213.htm
Madrid;PIAGGIO;X EVO 125;Scooter 125cc;124;NEGRA;14000;2015;2100;http://motos.net/ocasion/piaggio/x_evo_125/2015-en-madrid-6422220.htm
Madrid;APRILIA;Arrecife 125;Scooter 125cc;124;AZUL;14000;2007;1400;http://motos.net/ocasion/aprilia/arrecife_125/2007-en-madrid-6422251.htm
Madrid;YAMAHA;X-MAX 250;Scooters +125cc;249;GRIS;36000;2007;1900;http://motos.net/ocasion/yamaha/x__max_250/2007-en-madrid-6431178.htm
Madrid;KYMCO;Super Dink 125 ABS;Scooters +125cc;124;BLANCO;44000;2011;2200;http://motos.net/ocasion/kymco/super_dink_125_abs/2011-en-madrid-6455704.htm
Barcelona;BMW;R 1200 ST;Turismo;1170;GRIS;57000;2006;5800;http://motos.net/ocasion/bmw/r_1200_st/2006-en-barcelona-6425869.htm
Barcelona;BMW;R 1200 ST;Turismo;1170;azul negra;86000;2005;5500;http://motos.net/ocasion/bmw/r_1200_st/2005-en-barcelona-6292186.htm
Barcelona;BMW;R 1200 R;Naked;1170;negro;107000;2006;5800;http://motos.net/ocasion/bmw/r_1200_r/2006-en-barcelona-6193543.htm
Barcelona;BMW;R 1200 GS 105cv;Trail;1170;plata;88000;2008;8900;http://motos.net/ocasion/bmw/r_1200_gs_105cv/2008-en-barcelona-6438075.htm
Barcelona;BMW;R 1200 GS Adventure 105cv;Trail;1170;;77000;2007;9300;http://motos.net/ocasion/bmw/r_1200_gs_adventure_105cv/2007-en-barcelona-6256410.htm
Barcelona;YAMAHA;YZF 600 Thundercat;Sport;599;naranja/negro;43800;1998;2000;http://motos.net/ocasion/yamaha/yzf_600_thundercat/1998-en-barcelona-6465638.htm
Madrid;HONDA;CBR 600 RR;Sport;599;BLANCO-GRIS-ROJO;23218;2007;5799;http://motos.net/ocasion/honda/cbr_600_rr/2007-en-madrid-6465733.htm
Madrid;KAWASAKI;NINJA ZX-6R 636 KTR Edition;Sport;636;;20000;2009;5000;http://motos.net/ocasion/kawasaki/ninja_zx__6r_636_ktr_edition/2009-en-madrid-6465706.htm
Barcelona;BMW;R 1200 GS 105cv;Trail;1170;gris;90000;2008;8900;http://motos.net/ocasion/bmw/r_1200_gs_105cv/2008-en-barcelona-6438890.htm
Barcelona;BMW;R 1150 R Rockster;Turismo;1130;NEGRO /NAR;85000;2003;3900;http://motos.net/ocasion/bmw/r_1150_r_rockster/2003-en-barcelona-6412580.htm
Barcelona;BMW;K 75 S ABS;Turismo;750;ANTRACITA;144000;1992;2200;http://motos.net/ocasion/bmw/k_75_s_abs/1992-en-barcelona-6427759.htm
Barcelona;PIAGGIO;LIBERTY 125 4T;Scooter 125cc;124;BLANCO;65800;2010;750;http://motos.net/ocasion/piaggio/liberty_125_4t/2010-en-barcelona-6465728.htm
Barcelona;BMW;K 1;Sport;987;NEGRO;37000;1994;5300;http://motos.net/ocasion/bmw/k_1/1994-en-barcelona-6339313.htm
Valencia;YAMAHA;FZ6 S S2;Turismo;600;NEGRO;35900;2007;3500;http://motos.net/ocasion/yamaha/fz6_s_s2/2007-en-valencia-6394144.htm
Barcelona;BMW;F 800 ST;Turismo;798;champagne;44000;2009;5150;http://motos.net/ocasion/bmw/f_800_st/2009-en-barcelona-6443917.htm
Madrid;HANWAY;Raw 125;Naked;123;Verde botella;3500;2016;1500;http://motos.net/ocasion/hanway/raw_125/cafe-2016-en-madrid-6465694.htm
Navarra;HONDA;PCX 125;Scooter 125cc;125;Gris;29916;2011;1500;http://motos.net/ocasion/honda/pcx_125/2011-en-navarra-6465687.htm
Barcelona;KAWASAKI;ZX 6R;Sport;599;Verde;50000;2007;4000;http://motos.net/ocasion/kawasaki/zx_6r/2007-en-barcelona-6465681.htm
Barcelona;HARLEY DAVIDSON;Sportster XL 1200C;Custom;1202;Negro;45000;2006;6500;http://motos.net/ocasion/harley_davidson/sportster_xl_1200c/2006-en-barcelona-6450557.htm
Barcelona;BMW;F 800 R;Naked;800;gris roca;31000;2012;5700;http://motos.net/ocasion/bmw/f_800_r/2012-en-barcelona-6451387.htm
Navarra;DERBI;GPR 125R;Sport;124;blanco;18000;2007;1500;http://motos.net/ocasion/derbi/gpr_125r/2007-en-navarra-6465673.htm
Barcelona;BMW;F 800 GS Adventure;Trail;798;Roja;40000;2014;9500;http://motos.net/ocasion/bmw/f_800_gs_adventure/2014-en-barcelona-6465655.htm
Barcelona;HARLEY DAVIDSON;Sportster 883 Custom;Custom;883;Negro;47000;2003;5500;http://motos.net/ocasion/harley_davidson/sportster_883_custom/2003-en-barcelona-6450567.htm
Barcelona;BMW;F 700 GS;Trail;798;rojo manzana;31000;2014;7300;http://motos.net/ocasion/bmw/f_700_gs/2014-en-barcelona-6454601.htm
Badajoz;TRIUMPH;SPEED Triple R;Naked;1050;Crystal White;;2017;15100;http://motos.net/ocasion/triumph/speed_triple_r/2017-en-badajoz-6465724.htm
Granada;MASH;Von Dutch;Naked;397;;620;2017;5900;http://motos.net/ocasion/mash/von_dutch/2017-en-granada-6419734.htm
Madrid;KAWASAKI;VERSYS 650;Trail;649;;14000;2007;3690;http://motos.net/ocasion/kawasaki/versys_650/2007-en-madrid-6465723.htm
Madrid;KAWASAKI;VN 900 CLASSIC;Custom;903;Burdeos;60000;2007;5350;http://motos.net/ocasion/kawasaki/vn_900_classic/2007-en-madrid-6465721.htm
Madrid;YAMAHA;T-Max 500 ABS;Scooters +125cc;499;REGALO GPS TOMTOM MODELO VIO;61500;2009;5799;http://motos.net/ocasion/yamaha/t__max_500_abs/2009-en-madrid-6439362.htm
Madrid;KYMCO;Venox 250i;Custom;249;negro;25000;2007;1799;http://motos.net/ocasion/kymco/venox_250i/2007-en-madrid-6438857.htm
Madrid;HONDA;Crossrunner VFR800X;Turismo;782;Burdeos;14000;2015;10999;http://motos.net/ocasion/honda/crossrunner_vfr800x/2015-en-madrid-6445508.htm
Barcelona;YAMAHA;MT-07;Naked;689;varios consultar;1;2016;6799;http://motos.net/ocasion/yamaha/mt__07/abs-2016-en-barcelona-6208597.htm
Madrid;HARLEY DAVIDSON;Sportster 1200 Low;Custom;1200;REGALO GPS TOMTOM MODELO VIO;54000;2007;6499;http://motos.net/ocasion/harley_davidson/sportster_1200_low/2007-en-madrid-6359817.htm
Barcelona;YAMAHA;MT 09;Trail;847;varios;1;2016;11099;http://motos.net/ocasion/yamaha/mt_09/tracer-2016-en-barcelona-6299612.htm
Madrid;BMW;R nineT;Naked;1170;negro;4500;2015;13499;http://motos.net/ocasion/bmw/r_ninet/2015-en-madrid-6373075.htm
Barcelona;SYM;Symphony 125 SR;Scooter 125cc;125;varios;1;2017;2299;http://motos.net/ocasion/sym/symphony_125_sr/2017-en-barcelona-6379312.htm
Madrid;BMW;R 1200 GS Adventure;Trail;1170;BLANCO;18826;2014;15999;http://motos.net/ocasion/bmw/r_1200_gs_adventure/2014-en-madrid-6425802.htm
Barcelona;PIAGGIO;Medley;Scooter 125cc;124;azul, negro, rojo, azul, gris;1;2017;2999;http://motos.net/ocasion/piaggio/medley/125-2017-en-barcelona-6350392.htm
Madrid;BMW;K 1200 LT;Turismo;1171;REGALO GPS TOMTOM MODELO VIO;32000;2005;10299;http://motos.net/ocasion/bmw/k_1200_lt/2005-en-madrid-6415336.htm
Barcelona;MOTO GUZZI;V7 II;Naked;744;varios consultar;1;2017;7999;http://motos.net/ocasion/moto_guzzi/v7_ii/special-2017-en-barcelona-6458175.htm
Valencia;YAMAHA;X-CITY 125;Scooter 125cc;125;gris;3760;2016;2900;http://motos.net/ocasion/yamaha/x__city_125/2016-en-valencia-6433758.htm
Guipuzcoa;SUZUKI;GSX 750 F;Sport;750;;70700;1993;950;http://motos.net/ocasion/suzuki/gsx_750_f/1993-en-guipuzcoa-6078847.htm
